37	29
37	36
37	44
37	45
37	49
37	63
37	71
37	74
37	94
37	98
37	106
37	107
37	111
37	125
38	13
38	14
38	30
38	32
38	50
38	65
38	68
38	75
38	84
38	89
38	95
38	96
38	108
38	113
38	120
38	123
39	3
39	4
39	8
39	26
39	29
39	31
39	32
39	54
39	60
39	82
39	83
39	89
39	96
39	108
39	120
39	127
40	2
40	4
40	8
40	13
40	27
40	30
40	32
40	34
40	46
40	60
40	61
40	65
40	68
40	84
40	111
40	115
41	19
41	25
41	34
41	36
41	42
41	45
41	48
41	59
41	63
41	81
41	85
41	88
41	94
41	108
41	111
41	121
42	9
42	10
42	18
42	25
42	28
42	36
42	41
42	56
42	63
42	70
42	71
42	88
42	94
42	106
42	125
42	126
43	10
43	22
43	23
43	24
43	31
43	33
43	35
43	52
43	55
43	57
43	70
43	81
43	100
43	105
43	112
43	116
44	7
44	10
44	18
44	23
44	34
44	36
44	37
44	48
44	53
44	56
44	69
44	73
44	85
44	106
44	107
44	125
45	7
45	18
45	19
45	37
45	41
45	49
45	56
45	59
45	69
45	73
45	76
45	85
45	88
45	94
45	111
45	125
46	8
46	14
46	27
46	29
46	40
46	49
46	50
46	60
46	61
46	68
46	77
46	82
46	84
46	89
46	96
46	108
47	5
47	6
47	22
47	31
47	35
47	52
47	55
47	70
47	81
47	86
47	99
47	101
47	104
47	105
47	112
47	128
48	4
48	10
48	19
48	28
48	41
48	44
48	49
48	59
48	63
48	69
48	71
48	74
48	106
48	107
48	124
48	125
49	5
49	18
49	19
49	25
49	34
49	37
49	45
49	46
49	48
49	71
49	74
49	94
49	98
49	106
49	107
49	111
50	2
50	3
50	4
50	23
50	30
50	32
50	38
50	46
50	61
50	77
50	82
50	83
50	84
50	108
50	120
50	123
51	6
51	11
51	15
51	16
51	23
51	33
51	35
51	57
51	62
51	67
51	79
51	81
51	90
51	100
51	105
51	112
52	11
52	21
52	24
52	43
52	47
52	55
52	57
52	65
52	67
52	79
52	81
52	90
52	99
52	104
52	105
52	128
53	12
53	17
53	26
53	44
53	58
53	64
53	80
53	86
53	91
53	92
53	97
53	101
53	109
53	113
53	114
53	117
54	3
54	13
54	14
54	21
54	30
54	39
54	61
54	65
54	68
54	75
54	83
54	84
54	89
54	96
54	104
54	127
55	5
55	6
55	9
55	11
55	15
55	23
55	43
55	47
55	52
55	57
55	89
55	94
55	99
55	104
55	105
55	112
56	10
56	18
56	28
56	42
56	44
56	45
56	63
56	69
56	71
56	73
56	74
56	88
56	97
56	106
56	111
56	121
57	6
57	16
57	21
57	35
57	43
57	51
57	52
57	55
57	58
57	70
57	79
57	81
57	90
57	99
57	102
57	120
58	1
58	20
58	26
58	53
58	57
58	64
58	66
58	80
58	86
58	87
58	92
58	98
58	109
58	118
58	119
58	122
59	1
59	10
59	25
59	41
59	45
59	48
59	69
59	71
59	74
59	85
59	88
59	94
59	98
59	107
59	120
59	121
60	2
60	8
60	14
60	27
60	30
60	32
60	39
60	40
60	46
60	65
60	75
60	82
60	102
60	108
60	115
60	120
61	2
61	14
61	27
61	40
61	46
61	50
61	54
61	65
61	68
61	75
61	82
61	84
61	92
61	116
61	123
61	127
62	1
62	20
62	26
62	51
62	78
62	80
62	87
62	91
62	101
62	103
62	111
62	113
62	114
62	117
62	118
62	119
63	19
63	28
63	34
63	36
63	37
63	41
63	42
63	48
63	56
63	69
63	71
63	73
63	77
63	104
63	106
63	125
64	4
64	17
64	20
64	53
64	58
64	66
64	72
64	80
64	86
64	91
64	92
64	101
64	103
64	114
64	117
64	124
65	2
65	3
65	4
65	8
65	38
65	40
65	52
65	54
65	60
65	61
65	68
65	77
65	82
65	96
65	115
65	123
66	1
66	20
66	26
66	58
66	64
66	76
66	84
66	93
66	103
66	108
66	114
66	116
66	118
66	119
66	122
66	124
67	5
67	15
67	16
67	21
67	31
67	35
67	51
67	52
67	70
67	90
67	96
67	100
67	102
67	110
67	117
67	128
68	4
68	8
68	27
68	38
68	40
68	46
68	54
68	61
68	65
68	75
68	77
68	79
68	89
68	99
68	123
68	127
69	7
69	25
69	32
69	44
69	45
69	48
69	56
69	59
69	63
69	73
69	74
69	85
69	94
69	98
69	121
69	125
70	5
70	6
70	9
70	11
70	16
70	23
70	35
70	42
70	43
70	47
70	57
70	67
70	79
70	81
70	99
70	104
71	7
71	34
71	36
71	37
71	42
71	48
71	49
71	56
71	59
71	63
71	80
71	85
71	98
71	115
71	121
71	125
72	1
72	12
72	14
72	17
72	26
72	27
72	64
72	76
72	91
72	92
72	95
72	103
72	113
72	116
72	122
72	124
73	7
73	18
73	19
73	28
73	30
73	36
73	44
73	45
73	56
73	63
73	69
73	88
73	94
73	118
73	121
73	126
74	11
74	17
74	19
74	28
74	37
74	48
74	49
74	56
74	59
74	69
74	85
74	88
74	94
74	98
74	121
74	126
75	3
75	8
75	27
75	29
75	30
75	38
75	54
75	60
75	61
75	68
75	82
75	83
75	84
75	90
75	115
75	127
76	1
76	12
76	20
76	26
76	45
76	66
76	72
76	78
76	87
76	93
76	95
76	97
76	102
76	103
76	116
76	119
77	2
77	4
77	13
77	14
77	27
77	29
77	30
77	46
77	50
77	63
77	65
77	68
77	83
77	115
77	120
77	127
78	1
78	12
78	17
78	26
78	28
78	62
78	76
78	87
78	91
78	92
78	95
78	97
78	116
78	117
78	119
78	122
79	9
79	11
79	15
79	16
79	23
79	33
79	35
79	51
79	52
79	57
79	68
79	70
79	99
79	102
79	112
79	128
80	53
80	58
80	62
80	64
80	71
80	87
80	91
80	93
80	109
80	113
80	116
80	117
80	118
80	119
80	122
80	124
81	5
81	6
81	15
81	24
81	41
81	43
81	47
81	51
81	52
81	57
81	70
81	100
81	102
81	104
81	110
81	124
82	2
82	3
82	8
82	13
82	14
82	19
82	39
82	46
82	50
82	60
82	61
82	65
82	75
82	83
82	105
82	120
83	19
83	27
83	29
83	32
83	33
83	39
83	50
83	54
83	75
83	77
83	82
83	84
83	89
83	96
83	108
83	120
84	2
84	3
84	13
84	14
84	30
84	34
84	38
84	40
84	46
84	50
84	54
84	61
84	66
84	75
84	83
84	123
85	18
85	20
85	25
85	34
85	41
85	44
85	45
85	59
85	69
85	71
85	74
85	94
85	97
85	98
85	106
85	111
86	8
86	20
86	47
86	53
86	58
86	64
86	92
86	95
86	97
86	113
86	114
86	116
86	117
86	119
86	122
86	124
87	1
87	20
87	58
87	62
87	76
87	78
87	80
87	92
87	97
87	100
87	103
87	113
87	114
87	116
87	118
87	124
88	7
88	15
88	25
88	28
88	36
88	41
88	42
88	45
88	56
88	59
88	73
88	74
88	107
88	110
88	111
88	125
89	4
89	8
89	13
89	27
89	32
89	38
89	39
89	46
89	54
89	55
89	68
89	83
89	106
89	108
89	115
89	127
90	5
90	9
90	11
90	21
90	23
90	31
90	33
90	35
90	51
90	52
90	57
90	67
90	75
90	101
90	102
90	105
91	1
91	12
91	14
91	20
91	53
91	62
91	64
91	72
91	78
91	80
91	97
91	103
91	117
91	118
91	119
91	127
92	12
92	17
92	26
92	53
92	58
92	61
92	64
92	72
92	78
92	86
92	87
92	95
92	109
92	113
92	116
92	122
93	1
93	17
93	25
93	66
93	76
93	80
93	95
93	97
93	101
93	109
93	113
93	114
93	116
93	118
93	119
93	124
94	18
94	34
94	37
94	41
94	42
94	45
94	49
94	55
94	59
94	69
94	73
94	74
94	85
94	111
94	125
94	126
95	17
95	18
95	26
95	38
95	72
95	76
95	78
95	86
95	92
95	93
95	101
95	109
95	114
95	116
95	118
95	119
96	2
96	13
96	14
96	20
96	30
96	32
96	38
96	39
96	46
96	54
96	65
96	67
96	83
96	108
96	120
96	127
97	12
97	17
97	20
97	53
97	56
97	76
97	78
97	85
97	86
97	87
97	91
97	93
97	101
97	103
97	109
97	122
98	10
98	19
98	28
98	34
98	36
98	37
98	49
98	58
98	59
98	69
98	71
98	74
98	85
98	106
98	122
98	126
99	16
99	21
99	24
99	31
99	33
99	47
99	52
99	55
99	57
99	68
99	70
99	79
99	100
99	104
99	110
99	125
100	6
100	15
100	22
100	23
100	24
100	43
100	51
100	67
100	81
100	87
100	99
100	102
100	105
100	110
100	112
100	128
101	12
101	17
101	20
101	47
101	53
101	62
101	64
101	90
101	93
101	95
101	97
101	109
101	114
101	117
101	122
101	124
102	6
102	11
102	22
102	24
102	31
102	33
102	57
102	60
102	67
102	76
102	79
102	81
102	90
102	100
102	105
102	110
103	1
103	12
103	20
103	24
103	62
103	64
103	66
103	72
103	76
103	87
103	91
103	97
103	109
103	113
103	116
103	124
104	5
104	6
104	11
104	15
104	23
104	47
104	52
104	54
104	55
104	63
104	70
104	81
104	99
104	105
104	110
104	112
105	9
105	15
105	21
105	22
105	43
105	47
105	51
105	52
105	55
105	82
105	90
105	100
105	102
105	104
105	110
105	112
106	34
106	36
106	37
106	42
106	44
106	48
106	49
106	56
106	63
106	85
106	89
106	98
106	107
106	111
106	121
106	128
107	10
107	19
107	28
107	31
107	34
107	36
107	37
107	44
107	48
107	49
107	59
107	88
107	106
107	111
107	121
107	126
108	2
108	8
108	29
108	30
108	38
108	39
108	41
108	46
108	50
108	60
108	66
108	83
108	89
108	96
108	115
108	123
109	17
109	22
109	53
109	58
109	80
109	92
109	93
109	95
109	97
109	101
109	103
109	114
109	117
109	118
109	121
109	124
110	11
110	15
110	21
110	24
110	31
110	67
110	81
110	88
110	99
110	100
110	102
110	104
110	105
110	112
110	113
110	128
111	7
111	10
111	28
111	37
111	40
111	41
111	45
111	49
111	56
111	62
111	85
111	88
111	94
111	106
111	107
111	126
112	6
112	15
112	21
112	23
112	33
112	35
112	43
112	47
112	51
112	55
112	79
112	100
112	104
112	105
112	110
112	126
113	1
113	17
113	38
113	53
113	62
113	72
113	80
113	86
113	87
113	92
113	93
113	103
113	110
113	114
113	117
113	124
114	12
114	16
114	20
114	53
114	62
114	64
114	66
114	86
114	87
114	93
114	95
114	101
114	109
114	113
114	118
114	119
115	2
115	4
115	27
115	29
115	30
115	32
115	40
115	60
115	65
115	71
115	75
115	77
115	89
115	108
115	123
115	127
116	12
116	26
116	43
116	61
116	66
116	72
116	76
116	78
116	80
116	86
116	87
116	92
116	93
116	95
116	103
116	117
117	27
117	53
117	62
117	64
117	67
117	78
117	80
117	86
117	91
117	101
117	109
117	113
117	116
117	118
117	119
117	122
118	17
118	20
118	26
118	58
118	62
118	66
118	73
118	80
118	87
118	91
118	93
118	95
118	109
118	114
118	117
118	122
119	1
119	3
119	12
119	58
119	62
119	66
119	76
119	78
119	80
119	86
119	91
119	93
119	95
119	114
119	117
119	122
120	2
120	8
120	14
120	29
120	30
120	38
120	39
120	50
120	57
120	59
120	60
120	77
120	82
120	83
120	96
120	123
121	7
121	10
121	19
121	25
121	28
121	41
121	56
121	59
121	69
121	71
121	73
121	74
121	106
121	107
121	109
121	126
122	12
122	20
122	58
122	66
122	72
122	78
122	80
122	86
122	92
122	97
122	98
122	101
122	117
122	118
122	119
122	124
123	3
123	7
123	14
123	27
123	29
123	32
123	38
123	50
123	61
123	65
123	68
123	84
123	108
123	115
123	120
123	127
124	17
124	26
124	48
124	64
124	66
124	72
124	80
124	81
124	86
124	87
124	93
124	101
124	103
124	109
124	113
124	122
125	10
125	18
125	21
125	25
125	28
125	37
125	42
125	44
125	45
125	48
125	63
125	69
125	71
125	88
125	94
125	99
126	7
126	18
126	19
126	22
126	25
126	28
126	34
126	42
126	73
126	74
126	94
126	98
126	107
126	111
126	112
126	121
127	2
127	4
127	13
127	29
127	32
127	39
127	54
127	61
127	68
127	75
127	77
127	89
127	91
127	96
127	115
127	123
128	2
128	5
128	6
128	9
128	11
128	22
128	24
128	33
128	35
128	47
128	52
128	67
128	79
128	100
128	106
128	110
